officer_id,min(date),max(date),count,Date Range,Ratio
2156,1989-10-22T00:00:00.000+0000,1998-01-13T00:00:00.000+0000,4,3005,751.25
2247,2001-01-25T00:00:00.000+0000,2016-09-23T00:00:00.000+0000,26,5720,220
2559,1992-09-26T00:00:00.000+0000,1992-09-26T00:00:00.000+0000,1,0,0
2802,1989-12-16T00:00:00.000+0000,2006-09-17T00:00:00.000+0000,39,6119,156.9
2914,1990-11-12T00:00:00.000+0000,1994-12-30T00:00:00.000+0000,6,1509,251.5
3028,2003-06-20T00:00:00.000+0000,2015-04-05T00:00:00.000+0000,11,4307,391.55
3631,1990-12-24T00:00:00.000+0000,1994-08-31T00:00:00.000+0000,2,1346,673
3790,2005-09-04T00:00:00.000+0000,2013-11-26T00:00:00.000+0000,16,3005,187.81
4092,1994-05-04T00:00:00.000+0000,1998-04-25T00:00:00.000+0000,11,1452,132
4357,1989-11-20T00:00:00.000+0000,1998-10-09T00:00:00.000+0000,25,3245,129.8
4477,1995-02-14T00:00:00.000+0000,1995-05-22T00:00:00.000+0000,2,97,48.5
5110,1995-07-09T00:00:00.000+0000,2015-04-19T00:00:00.000+0000,11,7224,656.73
5527,1991-07-08T00:00:00.000+0000,2015-07-20T00:00:00.000+0000,17,8778,516.35
6396,1998-02-21T00:00:00.000+0000,2012-07-23T00:00:00.000+0000,8,5266,658.25
6552,1999-05-10T00:00:00.000+0000,2014-04-10T00:00:00.000+0000,27,5449,201.81
6722,1992-04-01T00:00:00.000+0000,1992-04-01T00:00:00.000+0000,1,0,0
6832,2002-09-18T00:00:00.000+0000,2009-02-20T00:00:00.000+0000,8,2347,293.38
6864,2014-10-02T00:00:00.000+0000,2015-10-16T00:00:00.000+0000,3,379,126.33
6866,2001-12-14T00:00:00.000+0000,2014-07-11T00:00:00.000+0000,38,4592,120.84
6937,2008-10-14T00:00:00.000+0000,2014-06-24T00:00:00.000+0000,13,2079,159.92
7404,1993-06-07T00:00:00.000+0000,2002-05-01T00:00:00.000+0000,9,3250,361.11
7567,2006-10-31T00:00:00.000+0000,2006-11-21T00:00:00.000+0000,2,21,10.5
7810,1991-12-30T00:00:00.000+0000,2000-12-06T00:00:00.000+0000,15,3264,217.6
7892,1991-03-14T00:00:00.000+0000,2006-01-06T00:00:00.000+0000,5,5412,1082.4
7987,1990-12-13T00:00:00.000+0000,2014-04-20T00:00:00.000+0000,28,8529,304.61
8701,1994-11-14T00:00:00.000+0000,2011-07-20T00:00:00.000+0000,8,6092,761.5
9181,2008-04-02T00:00:00.000+0000,2013-04-15T00:00:00.000+0000,8,1839,229.88
9344,2013-11-28T00:00:00.000+0000,2016-01-22T00:00:00.000+0000,3,785,261.67
9675,2000-08-07T00:00:00.000+0000,2013-05-10T00:00:00.000+0000,14,4659,332.79
10090,1999-05-01T00:00:00.000+0000,2013-07-22T00:00:00.000+0000,13,5196,399.69
10257,2015-08-16T00:00:00.000+0000,2016-04-17T00:00:00.000+0000,2,245,122.5
10264,1984-02-12T00:00:00.000+0000,1984-02-12T00:00:00.000+0000,1,0,0
10416,2004-06-20T00:00:00.000+0000,2004-06-20T00:00:00.000+0000,1,0,0
10597,1989-04-01T00:00:00.000+0000,1992-11-08T00:00:00.000+0000,3,1317,439
11143,1984-04-25T00:00:00.000+0000,1998-10-19T00:00:00.000+0000,5,5290,1058
11243,2003-07-04T00:00:00.000+0000,2015-07-14T00:00:00.000+0000,29,4393,151.48
12184,1992-05-19T00:00:00.000+0000,2014-03-28T00:00:00.000+0000,17,7983,469.59
12694,2006-07-18T00:00:00.000+0000,2006-07-18T00:00:00.000+0000,1,0,0
13468,1991-07-24T00:00:00.000+0000,2013-03-22T00:00:00.000+0000,54,7912,146.52
13500,1980-08-05T00:00:00.000+0000,2008-08-12T00:00:00.000+0000,42,10234,243.67
13997,2005-01-04T00:00:00.000+0000,2013-12-06T00:00:00.000+0000,8,3258,407.25
14054,1995-05-11T00:00:00.000+0000,2003-11-30T00:00:00.000+0000,4,3125,781.25
14124,1996-12-09T00:00:00.000+0000,2014-04-30T00:00:00.000+0000,27,6351,235.22
15026,1989-10-14T00:00:00.000+0000,1996-04-27T00:00:00.000+0000,4,2387,596.75
15070,1993-01-04T00:00:00.000+0000,1993-01-04T00:00:00.000+0000,1,0,0
15221,2014-08-01T00:00:00.000+0000,2014-08-01T00:00:00.000+0000,1,0,0
15462,1991-11-10T00:00:00.000+0000,1995-08-22T00:00:00.000+0000,4,1381,345.25
15594,1993-07-17T00:00:00.000+0000,1995-02-27T00:00:00.000+0000,6,590,98.33
15647,1989-12-26T00:00:00.000+0000,1998-02-15T00:00:00.000+0000,5,2973,594.6
16027,1989-09-09T00:00:00.000+0000,1998-05-08T00:00:00.000+0000,9,3163,351.44
16119,1991-07-07T00:00:00.000+0000,2000-01-20T00:00:00.000+0000,5,3119,623.8
16295,1984-09-17T00:00:00.000+0000,1991-02-01T00:00:00.000+0000,5,2328,465.6
16510,1997-05-18T00:00:00.000+0000,2011-12-28T00:00:00.000+0000,8,5337,667.13
16526,2000-07-14T00:00:00.000+0000,2006-05-05T00:00:00.000+0000,14,2121,151.5
16549,2012-04-30T00:00:00.000+0000,2012-07-17T00:00:00.000+0000,2,78,39
17346,2011-12-24T00:00:00.000+0000,2016-08-18T00:00:00.000+0000,12,1699,141.58
17438,1990-11-29T00:00:00.000+0000,2007-03-15T00:00:00.000+0000,39,5950,152.56
18831,2001-12-01T00:00:00.000+0000,2013-03-01T00:00:00.000+0000,7,4108,586.86
18881,1996-08-01T00:00:00.000+0000,1999-08-12T00:00:00.000+0000,3,1106,368.67
19690,1990-10-06T00:00:00.000+0000,1998-12-20T00:00:00.000+0000,6,2997,499.5
19701,1995-12-23T00:00:00.000+0000,2012-12-29T00:00:00.000+0000,10,6216,621.6
19833,2008-02-17T00:00:00.000+0000,2013-07-30T00:00:00.000+0000,4,1990,497.5
19965,2001-02-25T00:00:00.000+0000,2008-06-18T00:00:00.000+0000,6,2670,445
20124,1992-06-29T00:00:00.000+0000,2000-08-06T00:00:00.000+0000,13,2960,227.69
20542,1993-06-12T00:00:00.000+0000,2015-04-05T00:00:00.000+0000,13,7967,612.85
20671,1999-11-07T00:00:00.000+0000,2002-09-29T00:00:00.000+0000,5,1057,211.4
20717,1984-04-18T00:00:00.000+0000,1984-04-18T00:00:00.000+0000,1,0,0
20789,1996-12-28T00:00:00.000+0000,2003-04-24T00:00:00.000+0000,9,2308,256.44
21077,1988-06-14T00:00:00.000+0000,2007-11-27T00:00:00.000+0000,26,7105,273.27
21303,1993-02-27T00:00:00.000+0000,2002-07-17T00:00:00.000+0000,8,3427,428.38
21307,1984-11-30T00:00:00.000+0000,1985-01-25T00:00:00.000+0000,2,56,28
21632,2001-02-20T00:00:00.000+0000,2017-09-07T00:00:00.000+0000,15,6043,402.87
21667,2000-07-06T00:00:00.000+0000,2013-11-03T00:00:00.000+0000,4,4868,1217
22116,1985-10-18T00:00:00.000+0000,1985-10-18T00:00:00.000+0000,1,0,0
22236,1989-09-04T00:00:00.000+0000,1997-10-02T00:00:00.000+0000,4,2950,737.5
22364,1992-01-14T00:00:00.000+0000,2007-10-08T00:00:00.000+0000,16,5746,359.13
22903,1991-08-27T00:00:00.000+0000,2012-04-26T00:00:00.000+0000,10,7548,754.8
23434,1984-10-22T00:00:00.000+0000,1992-03-24T00:00:00.000+0000,2,2710,1355
23457,1996-12-20T00:00:00.000+0000,2006-09-20T00:00:00.000+0000,16,3561,222.56
23479,1989-11-24T00:00:00.000+0000,2007-08-22T00:00:00.000+0000,18,6480,360
24128,1996-06-26T00:00:00.000+0000,2016-05-09T00:00:00.000+0000,71,7257,102.21
24407,1986-01-23T00:00:00.000+0000,1996-01-02T00:00:00.000+0000,7,3631,518.71
24464,1997-06-07T00:00:00.000+0000,2007-01-01T00:00:00.000+0000,37,3495,94.46
24587,2007-04-16T00:00:00.000+0000,2013-08-06T00:00:00.000+0000,7,2304,329.14
25259,1992-10-09T00:00:00.000+0000,2008-09-13T00:00:00.000+0000,13,5818,447.54
25355,1996-04-25T00:00:00.000+0000,2013-05-05T00:00:00.000+0000,23,6219,270.39
25812,1998-01-11T00:00:00.000+0000,2001-02-26T00:00:00.000+0000,5,1142,228.4
25864,2001-08-06T00:00:00.000+0000,2015-08-06T00:00:00.000+0000,34,5113,150.38
25948,1989-12-12T00:00:00.000+0000,1993-08-02T00:00:00.000+0000,3,1329,443
26470,1996-11-17T00:00:00.000+0000,1996-11-17T00:00:00.000+0000,1,0,0
26746,1993-10-11T00:00:00.000+0000,1999-05-21T00:00:00.000+0000,2,2048,1024
26930,1996-12-27T00:00:00.000+0000,2015-09-19T00:00:00.000+0000,11,6840,621.82
27015,2007-06-19T00:00:00.000+0000,2009-12-07T00:00:00.000+0000,8,902,112.75
27657,2006-02-20T00:00:00.000+0000,2013-02-08T00:00:00.000+0000,3,2545,848.33
30128,1990-10-16T00:00:00.000+0000,1996-09-24T00:00:00.000+0000,10,2170,217
30519,2005-10-24T00:00:00.000+0000,2015-01-01T00:00:00.000+0000,5,3356,671.2
30540,1989-10-14T00:00:00.000+0000,1992-03-08T00:00:00.000+0000,2,876,438
30541,1996-07-07T00:00:00.000+0000,2001-12-16T00:00:00.000+0000,5,1988,397.6
30745,1985-12-09T00:00:00.000+0000,1996-10-27T00:00:00.000+0000,5,3975,795
31631,1991-04-06T00:00:00.000+0000,2016-10-27T00:00:00.000+0000,117,9336,79.79
31697,1986-01-13T00:00:00.000+0000,1992-02-09T00:00:00.000+0000,3,2218,739.33
32061,1998-03-30T00:00:00.000+0000,2014-06-24T00:00:00.000+0000,29,5930,204.48
32165,1993-03-29T00:00:00.000+0000,2014-04-17T00:00:00.000+0000,40,7689,192.23
32199,1996-09-13T00:00:00.000+0000,2016-01-03T00:00:00.000+0000,29,7051,243.14
32253,1997-05-10T00:00:00.000+0000,2016-05-03T00:00:00.000+0000,22,6933,315.14
32290,2008-01-04T00:00:00.000+0000,2012-10-26T00:00:00.000+0000,4,1757,439.25
133,1990-10-31T00:00:00.000+0000,1998-03-26T00:00:00.000+0000,4,2703,675.75
472,2001-06-18T00:00:00.000+0000,2007-06-19T00:00:00.000+0000,2,2192,1096
1466,1988-10-18T00:00:00.000+0000,2004-08-12T00:00:00.000+0000,14,5777,412.64
1718,1996-01-15T00:00:00.000+0000,2016-02-20T00:00:00.000+0000,40,7341,183.53
1766,1991-02-21T00:00:00.000+0000,1991-02-21T00:00:00.000+0000,1,0,0
2542,2009-04-18T00:00:00.000+0000,2014-10-29T00:00:00.000+0000,2,2020,1010
2874,1982-01-20T00:00:00.000+0000,1984-03-02T00:00:00.000+0000,2,772,386
3062,1992-12-07T00:00:00.000+0000,1997-07-12T00:00:00.000+0000,8,1678,209.75
3242,1997-08-04T00:00:00.000+0000,2013-09-22T00:00:00.000+0000,8,5893,736.63
3306,2002-08-30T00:00:00.000+0000,2012-08-01T00:00:00.000+0000,11,3624,329.45
4097,2001-11-26T00:00:00.000+0000,2015-05-04T00:00:00.000+0000,4,4907,1226.75
4291,1989-10-01T00:00:00.000+0000,1989-10-01T00:00:00.000+0000,1,0,0
4396,1996-03-05T00:00:00.000+0000,2006-10-07T00:00:00.000+0000,7,3868,552.57
4612,2002-05-17T00:00:00.000+0000,2013-01-07T00:00:00.000+0000,8,3888,486
4799,2009-08-26T00:00:00.000+0000,2013-03-13T00:00:00.000+0000,3,1295,431.67
4859,1991-09-27T00:00:00.000+0000,2011-08-31T00:00:00.000+0000,2,7278,3639
5061,1992-02-25T00:00:00.000+0000,2009-01-06T00:00:00.000+0000,25,6160,246.4
5100,1994-10-01T00:00:00.000+0000,2015-05-09T00:00:00.000+0000,10,7525,752.5
5670,1991-04-29T00:00:00.000+0000,2009-09-05T00:00:00.000+0000,16,6704,419
5929,1989-02-07T00:00:00.000+0000,2005-10-27T00:00:00.000+0000,35,6106,174.46
6010,1996-05-12T00:00:00.000+0000,2002-11-06T00:00:00.000+0000,10,2369,236.9
6376,2015-12-13T00:00:00.000+0000,2017-12-19T00:00:00.000+0000,3,737,245.67
6557,1998-03-21T00:00:00.000+0000,2004-09-18T00:00:00.000+0000,10,2373,237.3
7206,1999-02-10T00:00:00.000+0000,2007-05-11T00:00:00.000+0000,12,3012,251
7222,1991-01-22T00:00:00.000+0000,1995-04-12T00:00:00.000+0000,4,1541,385.25
7736,2015-02-08T00:00:00.000+0000,2015-02-08T00:00:00.000+0000,1,0,0
8249,2005-11-01T00:00:00.000+0000,2014-10-13T00:00:00.000+0000,11,3268,297.09
8409,2009-12-23T00:00:00.000+0000,2015-03-01T00:00:00.000+0000,5,1894,378.8
8482,1994-05-20T00:00:00.000+0000,2007-06-30T00:00:00.000+0000,2,4789,2394.5
8640,1999-02-15T00:00:00.000+0000,2011-02-05T00:00:00.000+0000,33,4373,132.52
8857,1992-07-14T00:00:00.000+0000,1993-09-21T00:00:00.000+0000,3,434,144.67
8950,1995-08-09T00:00:00.000+0000,1998-10-25T00:00:00.000+0000,8,1173,146.63
9338,1994-09-21T00:00:00.000+0000,1994-09-21T00:00:00.000+0000,1,0,0
9475,2016-08-14T00:00:00.000+0000,2016-08-14T00:00:00.000+0000,1,0,0
9721,1993-12-29T00:00:00.000+0000,1993-12-29T00:00:00.000+0000,1,0,0
10013,1984-05-21T00:00:00.000+0000,1985-01-01T00:00:00.000+0000,2,225,112.5
10128,2009-08-31T00:00:00.000+0000,2014-07-19T00:00:00.000+0000,3,1783,594.33
10605,1995-04-07T00:00:00.000+0000,2012-07-03T00:00:00.000+0000,17,6297,370.41
11287,1993-08-17T00:00:00.000+0000,1993-08-17T00:00:00.000+0000,1,0,0
11487,1989-09-18T00:00:00.000+0000,1996-11-16T00:00:00.000+0000,4,2616,654
12260,1992-10-10T00:00:00.000+0000,2014-05-25T00:00:00.000+0000,21,7897,376.05
12530,1994-01-14T00:00:00.000+0000,2009-02-19T00:00:00.000+0000,6,5515,919.17
13313,2006-11-01T00:00:00.000+0000,2015-10-17T00:00:00.000+0000,10,3272,327.2
14245,1972-06-11T00:00:00.000+0000,2012-07-22T00:00:00.000+0000,17,14651,861.82
14284,1991-06-13T00:00:00.000+0000,2002-06-15T00:00:00.000+0000,9,4020,446.67
14812,2015-02-11T00:00:00.000+0000,2015-02-11T00:00:00.000+0000,1,0,0
15216,2008-03-09T00:00:00.000+0000,2014-05-23T00:00:00.000+0000,4,2266,566.5
15558,1995-09-27T00:00:00.000+0000,2012-08-10T00:00:00.000+0000,14,6162,440.14
15827,1990-10-17T00:00:00.000+0000,1994-10-12T00:00:00.000+0000,7,1456,208
15931,2007-04-10T00:00:00.000+0000,2015-08-24T00:00:00.000+0000,6,3058,509.67
16255,2014-10-11T00:00:00.000+0000,2014-10-11T00:00:00.000+0000,1,0,0
16257,2000-09-28T00:00:00.000+0000,2006-03-10T00:00:00.000+0000,6,1989,331.5
16391,1998-01-26T00:00:00.000+0000,2013-10-27T00:00:00.000+0000,12,5753,479.42
16601,1999-08-30T00:00:00.000+0000,2013-11-19T00:00:00.000+0000,15,5195,346.33
16724,1990-10-26T00:00:00.000+0000,2003-07-18T00:00:00.000+0000,17,4648,273.41
17213,1991-05-08T00:00:00.000+0000,2008-06-16T00:00:00.000+0000,22,6249,284.05
17378,1999-06-24T00:00:00.000+0000,2008-12-16T00:00:00.000+0000,9,3463,384.78
17613,2004-07-12T00:00:00.000+0000,2015-05-19T00:00:00.000+0000,50,3963,79.26
17677,1993-12-07T00:00:00.000+0000,2007-09-19T00:00:00.000+0000,7,5034,719.14
17782,1993-07-27T00:00:00.000+0000,1993-07-27T00:00:00.000+0000,1,0,0
17903,1994-07-18T00:00:00.000+0000,1995-10-19T00:00:00.000+0000,3,458,152.67
17904,2001-02-13T00:00:00.000+0000,2015-10-11T00:00:00.000+0000,17,5353,314.88
18405,1989-11-13T00:00:00.000+0000,1998-07-28T00:00:00.000+0000,5,3179,635.8
18966,1990-04-23T00:00:00.000+0000,1991-04-15T00:00:00.000+0000,3,357,119
19092,1995-03-26T00:00:00.000+0000,2005-03-06T00:00:00.000+0000,7,3633,519
19335,1989-11-06T00:00:00.000+0000,2000-11-20T00:00:00.000+0000,11,4032,366.55
19428,2007-07-20T00:00:00.000+0000,2007-08-23T00:00:00.000+0000,2,34,17
19912,1990-12-12T00:00:00.000+0000,2010-05-15T00:00:00.000+0000,13,7094,545.69
20132,1989-05-12T00:00:00.000+0000,1996-06-07T00:00:00.000+0000,14,2583,184.5
20221,2001-05-01T00:00:00.000+0000,2001-05-01T00:00:00.000+0000,1,0,0
20354,1988-10-03T00:00:00.000+0000,2000-05-18T00:00:00.000+0000,10,4245,424.5
20742,1996-04-10T00:00:00.000+0000,2015-05-31T00:00:00.000+0000,8,6990,873.75
20903,1991-07-07T00:00:00.000+0000,1996-06-15T00:00:00.000+0000,7,1805,257.86
21306,1991-08-03T00:00:00.000+0000,1993-10-18T00:00:00.000+0000,2,807,403.5
21710,1988-12-29T00:00:00.000+0000,2015-06-17T00:00:00.000+0000,56,9666,172.61
22068,2002-07-20T00:00:00.000+0000,2015-04-04T00:00:00.000+0000,40,4641,116.03
22307,1987-05-22T00:00:00.000+0000,1991-11-19T00:00:00.000+0000,6,1642,273.67
22349,1999-01-20T00:00:00.000+0000,1999-01-20T00:00:00.000+0000,1,0,0
22389,1997-10-25T00:00:00.000+0000,2012-12-02T00:00:00.000+0000,32,5517,172.41
23000,1987-05-21T00:00:00.000+0000,1987-05-21T00:00:00.000+0000,1,0,0
23403,1996-08-30T00:00:00.000+0000,2008-02-04T00:00:00.000+0000,10,4175,417.5
23874,1991-07-25T00:00:00.000+0000,2011-06-26T00:00:00.000+0000,12,7276,606.33
24252,1994-09-13T00:00:00.000+0000,2004-01-23T00:00:00.000+0000,9,3419,379.89
24926,2010-08-25T00:00:00.000+0000,2016-06-01T00:00:00.000+0000,20,2107,105.35
26350,1988-03-28T00:00:00.000+0000,1994-07-28T00:00:00.000+0000,6,2313,385.5
26442,2001-10-15T00:00:00.000+0000,2005-05-26T00:00:00.000+0000,16,1319,82.44
26970,2013-08-08T00:00:00.000+0000,2015-05-02T00:00:00.000+0000,2,632,316
27413,1991-05-04T00:00:00.000+0000,1992-04-19T00:00:00.000+0000,2,351,175.5
27472,2004-08-24T00:00:00.000+0000,2015-03-09T00:00:00.000+0000,14,3849,274.93
28114,1995-01-02T00:00:00.000+0000,2003-04-10T00:00:00.000+0000,5,3020,604
28147,1989-10-22T00:00:00.000+0000,1992-04-18T00:00:00.000+0000,6,909,151.5
28177,1999-12-20T00:00:00.000+0000,2000-07-07T00:00:00.000+0000,3,200,66.67
28525,2000-05-02T00:00:00.000+0000,2008-09-01T00:00:00.000+0000,4,3044,761
28778,2004-02-14T00:00:00.000+0000,2014-04-12T00:00:00.000+0000,15,3710,247.33
29206,2014-06-30T00:00:00.000+0000,2014-06-30T00:00:00.000+0000,1,0,0
29282,1994-07-20T00:00:00.000+0000,2015-03-03T00:00:00.000+0000,30,7531,251.03
29503,1999-07-14T00:00:00.000+0000,2014-11-02T00:00:00.000+0000,15,5590,372.67
29893,1997-12-08T00:00:00.000+0000,2012-09-16T00:00:00.000+0000,22,5396,245.27
30397,2002-08-22T00:00:00.000+0000,2003-10-08T00:00:00.000+0000,2,412,206
30399,1986-01-13T00:00:00.000+0000,1998-05-27T00:00:00.000+0000,22,4517,205.32
30755,1999-11-24T00:00:00.000+0000,2005-11-03T00:00:00.000+0000,7,2171,310.14
31418,2008-04-12T00:00:00.000+0000,2012-04-26T00:00:00.000+0000,3,1475,491.67
31537,2003-11-13T00:00:00.000+0000,2010-07-19T00:00:00.000+0000,5,2440,488
31987,1996-02-26T00:00:00.000+0000,2004-09-23T00:00:00.000+0000,14,3132,223.71
31991,1991-05-24T00:00:00.000+0000,2009-06-08T00:00:00.000+0000,29,6590,227.24
78,1991-10-07T00:00:00.000+0000,2001-07-16T00:00:00.000+0000,8,3570,446.25
322,1992-06-14T00:00:00.000+0000,1992-06-14T00:00:00.000+0000,1,0,0
513,1983-06-28T00:00:00.000+0000,1991-09-24T00:00:00.000+0000,3,3010,1003.33
1005,1990-06-18T00:00:00.000+0000,2008-11-06T00:00:00.000+0000,18,6716,373.11
1016,1999-10-12T00:00:00.000+0000,2005-04-26T00:00:00.000+0000,15,2023,134.87
1133,1983-02-09T00:00:00.000+0000,1991-04-05T00:00:00.000+0000,6,2977,496.17
1808,2000-07-05T00:00:00.000+0000,2014-02-07T00:00:00.000+0000,14,4965,354.64
2396,1993-03-05T00:00:00.000+0000,1993-03-05T00:00:00.000+0000,1,0,0
2848,1999-08-09T00:00:00.000+0000,2014-07-12T00:00:00.000+0000,28,5451,194.68
3577,1992-03-28T00:00:00.000+0000,2006-08-02T00:00:00.000+0000,21,5240,249.52
3657,2011-05-02T00:00:00.000+0000,2015-05-26T00:00:00.000+0000,4,1485,371.25
3703,1991-02-23T00:00:00.000+0000,2002-04-02T00:00:00.000+0000,10,4056,405.6
4167,1999-06-30T00:00:00.000+0000,2015-02-14T00:00:00.000+0000,8,5708,713.5
4624,1987-04-03T00:00:00.000+0000,1987-04-03T00:00:00.000+0000,1,0,0
4697,2006-11-21T00:00:00.000+0000,2014-03-27T00:00:00.000+0000,8,2683,335.38
5030,1989-12-23T00:00:00.000+0000,1991-03-14T00:00:00.000+0000,2,446,223
5692,1984-06-02T00:00:00.000+0000,1999-06-14T00:00:00.000+0000,6,5490,915
5920,1991-07-16T00:00:00.000+0000,1992-06-10T00:00:00.000+0000,2,330,165
5949,1997-12-23T00:00:00.000+0000,2005-11-29T00:00:00.000+0000,2,2898,1449
6378,1992-05-19T00:00:00.000+0000,1992-05-19T00:00:00.000+0000,1,0,0
6678,1994-08-20T00:00:00.000+0000,2014-09-09T00:00:00.000+0000,67,7325,109.33
6911,1989-02-07T00:00:00.000+0000,1998-03-28T00:00:00.000+0000,4,3336,834
8145,2009-11-11T00:00:00.000+0000,2016-03-26T00:00:00.000+0000,17,2327,136.88
8627,2000-08-04T00:00:00.000+0000,2009-03-18T00:00:00.000+0000,13,3148,242.15
8664,1990-11-13T00:00:00.000+0000,1994-02-03T00:00:00.000+0000,7,1178,168.29
9018,1996-05-14T00:00:00.000+0000,1999-02-12T00:00:00.000+0000,6,1004,167.33
9433,1992-12-21T00:00:00.000+0000,1996-10-24T00:00:00.000+0000,2,1403,701.5
9731,1985-09-11T00:00:00.000+0000,1996-10-17T00:00:00.000+0000,3,4054,1351.33
9925,1993-03-30T00:00:00.000+0000,1995-05-11T00:00:00.000+0000,2,772,386
10143,2001-08-09T00:00:00.000+0000,2001-08-09T00:00:00.000+0000,1,0,0
10183,1995-05-20T00:00:00.000+0000,2003-12-08T00:00:00.000+0000,9,3124,347.11
10267,1992-05-04T00:00:00.000+0000,1996-02-01T00:00:00.000+0000,3,1368,456
10443,2006-08-14T00:00:00.000+0000,2013-09-07T00:00:00.000+0000,3,2581,860.33
10530,1991-11-29T00:00:00.000+0000,2002-04-25T00:00:00.000+0000,6,3800,633.33
10558,1995-10-07T00:00:00.000+0000,2014-01-05T00:00:00.000+0000,21,6665,317.38
10947,2007-10-15T00:00:00.000+0000,2010-03-08T00:00:00.000+0000,2,875,437.5
11024,2000-01-01T00:00:00.000+0000,2010-09-27T00:00:00.000+0000,8,3922,490.25
11194,1992-01-09T00:00:00.000+0000,2014-06-22T00:00:00.000+0000,67,8200,122.39
11894,1990-10-13T00:00:00.000+0000,2000-01-05T00:00:00.000+0000,11,3371,306.45
12118,2004-01-30T00:00:00.000+0000,2012-08-23T00:00:00.000+0000,10,3128,312.8
12238,1989-07-17T00:00:00.000+0000,2004-09-14T00:00:00.000+0000,39,5538,142
12344,2011-08-30T00:00:00.000+0000,2011-08-30T00:00:00.000+0000,1,0,0
12723,1992-04-01T00:00:00.000+0000,2003-03-21T00:00:00.000+0000,11,4006,364.18
12727,1996-10-26T00:00:00.000+0000,1996-10-26T00:00:00.000+0000,1,0,0
12757,1989-11-03T00:00:00.000+0000,1989-11-03T00:00:00.000+0000,1,0,0
13701,1989-09-01T00:00:00.000+0000,2010-04-04T00:00:00.000+0000,9,7520,835.56
14760,1990-10-29T00:00:00.000+0000,2011-09-15T00:00:00.000+0000,4,7626,1906.5
14771,1984-11-20T00:00:00.000+0000,1993-03-14T00:00:00.000+0000,2,3036,1518
15157,1992-02-04T00:00:00.000+0000,2016-06-04T00:00:00.000+0000,22,8887,403.95
15161,1999-03-21T00:00:00.000+0000,2017-01-28T00:00:00.000+0000,2,6523,3261.5
15633,1990-06-26T00:00:00.000+0000,1990-06-26T00:00:00.000+0000,1,0,0
15966,1992-04-14T00:00:00.000+0000,2008-05-02T00:00:00.000+0000,4,5862,1465.5
16766,2001-12-06T00:00:00.000+0000,2011-06-11T00:00:00.000+0000,5,3474,694.8
16800,1990-10-11T00:00:00.000+0000,1995-07-30T00:00:00.000+0000,5,1753,350.6
16835,1988-07-01T00:00:00.000+0000,1994-12-03T00:00:00.000+0000,6,2346,391
16947,2007-09-16T00:00:00.000+0000,2007-09-16T00:00:00.000+0000,1,0,0
16954,1986-03-16T00:00:00.000+0000,2005-01-30T00:00:00.000+0000,11,6895,626.82
17392,2003-04-05T00:00:00.000+0000,2015-04-16T00:00:00.000+0000,6,4394,732.33
17396,1991-01-27T00:00:00.000+0000,1991-01-27T00:00:00.000+0000,1,0,0
17502,1989-11-26T00:00:00.000+0000,2007-05-21T00:00:00.000+0000,17,6385,375.59
19328,2007-08-02T00:00:00.000+0000,2007-08-02T00:00:00.000+0000,1,0,0
19440,1989-09-07T00:00:00.000+0000,1989-09-07T00:00:00.000+0000,1,0,0
19627,1989-11-19T00:00:00.000+0000,2003-02-17T00:00:00.000+0000,16,4838,302.38
19686,2007-04-26T00:00:00.000+0000,2016-03-07T00:00:00.000+0000,14,3238,231.29
19976,2003-11-25T00:00:00.000+0000,2015-01-14T00:00:00.000+0000,6,4068,678
20056,1989-08-30T00:00:00.000+0000,2015-11-07T00:00:00.000+0000,53,9565,180.47
20409,2007-04-13T00:00:00.000+0000,2014-07-21T00:00:00.000+0000,12,2656,221.33
21201,1993-10-09T00:00:00.000+0000,2015-08-01T00:00:00.000+0000,22,7966,362.09
21462,1991-12-05T00:00:00.000+0000,1991-12-05T00:00:00.000+0000,1,0,0
21467,1987-02-07T00:00:00.000+0000,1987-02-07T00:00:00.000+0000,1,0,0
21508,1993-09-01T00:00:00.000+0000,1998-02-28T00:00:00.000+0000,9,1641,182.33
22045,1989-11-01T00:00:00.000+0000,2013-01-18T00:00:00.000+0000,9,8479,942.11
22382,1993-04-09T00:00:00.000+0000,2002-11-30T00:00:00.000+0000,2,3522,1761
22469,1992-09-15T00:00:00.000+0000,2011-01-14T00:00:00.000+0000,9,6695,743.89
22695,1990-12-28T00:00:00.000+0000,2015-08-26T00:00:00.000+0000,13,9007,692.85
22824,2003-10-16T00:00:00.000+0000,2016-04-08T00:00:00.000+0000,18,4558,253.22
22857,1984-04-18T00:00:00.000+0000,2006-05-19T00:00:00.000+0000,12,8066,672.17
22884,2004-04-23T00:00:00.000+0000,2012-06-13T00:00:00.000+0000,4,2973,743.25
22917,2007-08-02T00:00:00.000+0000,2015-04-21T00:00:00.000+0000,8,2819,352.38
22966,1998-08-28T00:00:00.000+0000,2012-03-21T00:00:00.000+0000,42,4954,117.95
23303,1983-07-03T00:00:00.000+0000,1998-04-28T00:00:00.000+0000,9,5413,601.44
23609,1991-11-01T00:00:00.000+0000,2004-03-09T00:00:00.000+0000,5,4512,902.4
23682,1996-07-22T00:00:00.000+0000,2015-02-17T00:00:00.000+0000,12,6784,565.33
23696,1996-05-29T00:00:00.000+0000,2015-06-27T00:00:00.000+0000,13,6968,536
